Metrics,Country,Product line,Product type,Retailer type,Actual,Target,Tolerance
Sales revenue,United Kingdom,Sunscreen,Sun Shield,Department Store,"16,912.98","26,260",0.05
Sales revenue,United States,Insect Repellents,BugShield Extreme,Department Store,"33,559.05","53,625",0.05
Sales revenue,United States,Insect Repellents,BugShield Extreme,Sports Store,"39,046.98","62,075",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion,Department Store,"39,038.16","53,625",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion Lite,Department Store,"20,004.39","53,625",0.05
Sales revenue,United States,Insect Repellents,BugShield Natural,Sports Store,"31,984.56","62,075",0.05
Sales revenue,United States,Insect Repellents,BugShield Spray,Sports Store,"36,944.29","62,075",0.05
Sales revenue,United States,Sunscreen,Sun Blocker,Department Store,"4,243.75","51,350",0.05
Sales revenue,United States,Sunscreen,Sun Shelter 15,Department Store,"28,444.20","51,350",0.05
Sales revenue,United States,Sunscreen,Sun Shelter 30,Department Store,"13,229.25","51,350",0.05
Sales revenue,United States,Sunscreen,Sun Shelter Stick,Department Store,"6,048","51,350",0.05
Sales revenue,United States,Sunscreen,Sun Shelter Stick,Sports Store,"4,939.20","2,535",0.05
Sales revenue,United States,Sunscreen,Sun Shield,Department Store,"41,530.14","51,350",0.05
Sales revenue,Canada,Insect Repellents,BugShield Extreme,Sports Store,"50,849.61","53,235",0.05
Sales revenue,Canada,Insect Repellents,BugShield Lotion,Sports Store,"14,501.76","53,235",0.05
Sales revenue,Canada,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"7,244.93","3,900",0.05
Sales revenue,Canada,Insect Repellents,BugShield Natural,Sports Store,"9,707.10","53,235",0.05
Sales revenue,Canada,Insect Repellents,BugShield Spray,Sports Store,"13,311.39","53,235",0.05
Sales revenue,Canada,Sunscreen,Sun Blocker,Sports Store,"6,329.25","4,095",0.05
Sales revenue,Canada,Sunscreen,Sun Shelter 30,Department Store,"21,436.50","18,005",0.05
Sales revenue,Canada,Sunscreen,Sun Shield,Department Store,"11,308.80","18,005",0.05
Sales revenue,China,Insect Repellents,BugShield Extreme,Sports Store,"52,268.79","49,790",0.05
Sales revenue,China,Insect Repellents,BugShield Lotion,Sports Store,"14,594.44","49,790",0.05
Sales revenue,China,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"7,378.56","3,705",0.05
Sales revenue,China,Insect Repellents,BugShield Spray,Sports Store,"13,401.80","49,790",0.05
Sales revenue,China,Sunscreen,Sun Blocker,Sports Store,"7,153.50","22,880",0.05
Sales revenue,China,Sunscreen,Sun Shelter 30,Sports Store,"24,751.95","22,880",0.05
Sales revenue,China,Sunscreen,Sun Shield,Sports Store,"12,926.88","22,880",0.05
Sales revenue,France,Insect Repellents,BugShield Extreme,Sports Store,"53,338.11","50,115",0.05
Sales revenue,France,Insect Repellents,BugShield Lotion,Sports Store,"15,366.75","50,115",0.05
Sales revenue,France,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"7,812","4,290",0.05
Sales revenue,France,Insect Repellents,BugShield Spray,Sports Store,"14,043.51","50,115",0.05
Sales revenue,France,Sunscreen,Sun Blocker,Sports Store,"9,546.60","5,265",0.05
Sales revenue,France,Sunscreen,Sun Shelter 30,Department Store,"32,343.15","25,480",0.05
Sales revenue,France,Sunscreen,Sun Shield,Department Store,"14,343.48","25,480",0.05
Sales revenue,Germany,Insect Repellents,BugShield Extreme,Sports Store,"43,076.67","34,905",0.05
Sales revenue,Germany,Insect Repellents,BugShield Lotion,Sports Store,"12,412.12","34,905",0.05
Sales revenue,Germany,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"6,335","4,485",0.05
Sales revenue,Germany,Insect Repellents,BugShield Spray,Sports Store,"11,334.53","34,905",0.05
Sales revenue,Germany,Sunscreen,Sun Blocker,Sports Store,"7,367.15","5,135",0.05
Sales revenue,Germany,Sunscreen,Sun Shelter 30,Department Store,"24,961.20","21,060",0.05
Sales revenue,Germany,Sunscreen,Sun Shield,Department Store,"13,034.04","21,060",0.05
Sales revenue,Japan,Insect Repellents,BugShield Extreme,Sports Store,"55,100.64","46,865",0.05
Sales revenue,Japan,Insect Repellents,BugShield Lotion,Sports Store,"15,711.36","46,865",0.05
Sales revenue,Japan,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"7,862.82","5,005",0.05
Sales revenue,Japan,Insect Repellents,BugShield Spray,Sports Store,"14,430.77","46,865",0.05
Sales revenue,Japan,Sunscreen,Sun Blocker,Sports Store,"7,255.60","7,670",0.05
Sales revenue,Japan,Sunscreen,Sun Shelter 15,Sports Store,"6,744","7,670",0.05
Sales revenue,Japan,Sunscreen,Sun Shelter 30,Department Store,"24,712.75","22,750",0.05
Sales revenue,Japan,Sunscreen,Sun Shield,Department Store,"13,115.52","22,750",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Extreme,Sports Store,"42,126.21","37,440",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Lotion,Sports Store,"13,112.61","37,440",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"6,855.73","5,070",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Natural,Department Store,"10,003.50","6,630",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Spray,Sports Store,"10,678.39","37,440",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Blocker,Sports Store,"8,141.35","7,930",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shelter 15,Sports Store,"5,457.60","7,930",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shelter 30,Department Store,"24,937.95","22,620",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shield,Department Store,"17,498.88","22,620",0.05
Sales revenue,United States,Insect Repellents,BugShield Extreme,Sports Store,"1,28,260.02","1,17,065",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion,Sports Store,"36,469.86","1,17,065",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion Lite,Department Store,"8,395.38","13,000",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"10,001.67","4,680",0.05
Sales revenue,United States,Insect Repellents,BugShield Natural,Department Store,"13,530.36","13,000",0.05
Sales revenue,United States,Insect Repellents,BugShield Natural,Sports Store,"13,631.88","1,17,065",0.05
Sales revenue,United States,Insect Repellents,BugShield Spray,Sports Store,"33,302.59","1,17,065",0.05
Sales revenue,United States,Sunscreen,Sun Blocker,Sports Store,"16,315.40","19,760",0.05
Sales revenue,United States,Sunscreen,Sun Shelter 15,Department Store,"7,286.50","48,620",0.05
Sales revenue,United States,Sunscreen,Sun Shelter 15,Sports Store,"7,571.50","19,760",0.05
Sales revenue,United States,Sunscreen,Sun Shelter 30,Department Store,"55,392.60","48,620",0.05
Sales revenue,United States,Sunscreen,Sun Shelter Stick,Sports Store,"10,809.20","19,760",0.05
Sales revenue,United States,Sunscreen,Sun Shield,Department Store,"29,031.24","48,620",0.05
Sales revenue,Canada,Insect Repellents,BugShield Lotion,Department Store,"14,080.85","13,975",0.05
Sales revenue,Canada,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"7,475.79","4,160",0.05
Sales revenue,Canada,Insect Repellents,BugShield Spray,Department Store,"11,007.04","13,975",0.05
Sales revenue,Canada,Sunscreen,Sun Blocker,Department Store,"6,372.90","26,585",0.05
Sales revenue,Canada,Sunscreen,Sun Shelter 15,Department Store,"9,034.50","26,585",0.05
Sales revenue,Canada,Sunscreen,Sun Shelter 30,Department Store,"18,279.15","26,585",0.05
Sales revenue,Canada,Sunscreen,Sun Shelter Stick,Warehouse Store,"7,852.15","4,940",0.05
Sales revenue,Canada,Sunscreen,Sun Shield,Department Store,"11,979.36","26,585",0.05
Sales revenue,China,Insect Repellents,BugShield Extreme,Sports Store,"49,410.90","36,660",0.05
Sales revenue,China,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"8,097.60","4,355",0.05
Sales revenue,China,Insect Repellents,BugShield Natural,Sports Store,"19,753.20","36,660",0.05
Sales revenue,China,Sunscreen,Sun Shelter Stick,Warehouse Store,"9,447.75","5,850",0.05
Sales revenue,France,Insect Repellents,BugShield Lotion,Department Store,"5,927.67","4,485",0.05
Sales revenue,France,Insect Repellents,BugShield Lotion,Sports Store,"2,072","2,730",0.05
Sales revenue,France,Insect Repellents,BugShield Lotion,Warehouse Store,"6,627.04","8,515",0.05
Sales revenue,France,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"7,815.85","4,485",0.05
Sales revenue,France,Insect Repellents,BugShield Natural,Sports Store,"2,754","2,730",0.05
Sales revenue,France,Insect Repellents,BugShield Spray,Warehouse Store,"9,753.59","8,515",0.05
Sales revenue,France,Sunscreen,Sun Blocker,Direct Marketing,"4,500.80","2,860",0.05
Sales revenue,France,Sunscreen,Sun Shelter 15,Department Store,"6,307.40","17,225",0.05
Sales revenue,France,Sunscreen,Sun Shelter 30,Department Store,"17,026.65","17,225",0.05
Sales revenue,France,Sunscreen,Sun Shelter 30,Warehouse Store,"10,278.90","16,770",0.05
Sales revenue,France,Sunscreen,Sun Shelter Stick,Warehouse Store,"11,606.45","16,770",0.05
Sales revenue,France,Sunscreen,Sun Shield,Department Store,"8,454.36","17,225",0.05
Sales revenue,France,Sunscreen,Sun Shield,Warehouse Store,"6,808.32","16,770",0.05
Sales revenue,Germany,Insect Repellents,BugShield Lotion,Department Store,"6,674.57","6,565",0.05
Sales revenue,Germany,Insect Repellents,BugShield Lotion,Warehouse Store,"5,540.64","3,185",0.05
Sales revenue,Germany,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"6,541.01","3,835",0.05
Sales revenue,Germany,Insect Repellents,BugShield Natural,Sports Store,"15,984.66","9,880",0.05
Sales revenue,Germany,Insect Repellents,BugShield Spray,Department Store,"5,182.87","6,565",0.05
Sales revenue,Germany,Sunscreen,Sun Blocker,Department Store,"4,311.65","16,315",0.05
Sales revenue,Germany,Sunscreen,Sun Blocker,Warehouse Store,"3,259.20","7,930",0.05
Sales revenue,Germany,Sunscreen,Sun Shelter 15,Department Store,"6,168","16,315",0.05
Sales revenue,Germany,Sunscreen,Sun Shelter 30,Department Store,"12,345.75","16,315",0.05
Sales revenue,Germany,Sunscreen,Sun Shelter 30,Direct Marketing,"9,428.20","8,125",0.05
Sales revenue,Germany,Sunscreen,Sun Shelter Stick,Warehouse Store,"9,120","7,930",0.05
Sales revenue,Germany,Sunscreen,Sun Shield,Department Store,"8,265.60","16,315",0.05
Sales revenue,Germany,Sunscreen,Sun Shield,Direct Marketing,"6,243.84","8,125",0.05
Sales revenue,Japan,Insect Repellents,BugShield Lotion,Department Store,"15,973.44","12,870",0.05
Sales revenue,Japan,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"8,521.45","10,660",0.05
Sales revenue,Japan,Insect Repellents,BugShield Natural,Direct Marketing,"9,678.60","10,660",0.05
Sales revenue,Japan,Insect Repellents,BugShield Spray,Department Store,"6,698.97","12,870",0.05
Sales revenue,Japan,Sunscreen,Sun Blocker,Department Store,"4,190.40","7,150",0.05
Sales revenue,Japan,Sunscreen,Sun Shelter 30,Direct Marketing,"10,147.30","9,035",0.05
Sales revenue,Japan,Sunscreen,Sun Shelter 30,Sports Store,"12,006.30","5,850",0.05
Sales revenue,Japan,Sunscreen,Sun Shield,Department Store,"8,035.20","7,150",0.05
Sales revenue,Japan,Sunscreen,Sun Shield,Direct Marketing,"6,721.92","9,035",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Extreme,Sports Store,"24,933.30","13,715",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Lotion,Department Store,"13,456.10","14,495",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"7,304.99","3,640",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Spray,Department Store,"11,362.15","14,495",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Blocker,Department Store,"8,160.50","40,300",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shelter 15,Department Store,"6,624","40,300",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shelter 30,Department Store,"27,923.25","40,300",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shelter Stick,Department Store,"6,542.40","40,300",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shelter Stick,Warehouse Store,"5,304","3,770",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shield,Department Store,"18,347.04","40,300",0.05
Sales revenue,United States,Insect Repellents,BugShield Extreme,Department Store,"31,117.80","48,360",0.05
Sales revenue,United States,Insect Repellents,BugShield Extreme,Sports Store,"33,233.55","15,080",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion,Department Store,"26,634.02","48,360",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion Lite,Department Store,"5,499.90","48,360",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"10,198.58","9,360",0.05
Sales revenue,United States,Insect Repellents,BugShield Natural,Department Store,"12,571.56","48,360",0.05
Sales revenue,United States,Insect Repellents,BugShield Spray,Department Store,"5,258.66","48,360",0.05
Sales revenue,United States,Insect Repellents,BugShield Spray,Direct Marketing,"7,501","9,360",0.05
Sales revenue,United States,Sunscreen,Sun Blocker,Department Store,"9,366.65","50,440",0.05
Sales revenue,United States,Sunscreen,Sun Shelter 15,Department Store,"12,824.70","50,440",0.05
Sales revenue,United States,Sunscreen,Sun Shelter 15,Warehouse Store,"6,254.40","30,355",0.05
Sales revenue,United States,Sunscreen,Sun Shelter 30,Department Store,"35,909.80","50,440",0.05
Sales revenue,United States,Sunscreen,Sun Shelter 30,Warehouse Store,"12,517.80","30,355",0.05
Sales revenue,United States,Sunscreen,Sun Shelter Stick,Warehouse Store,"20,035.80","30,355",0.05
Sales revenue,United States,Sunscreen,Sun Shield,Department Store,"23,349.42","50,440",0.05
Sales revenue,United States,Sunscreen,Sun Shield,Warehouse Store,"8,380.80","30,355",0.05
Sales revenue,Canada,Insect Repellents,BugShield Lotion,Department Store,"14,138.74","9,165",0.05
Sales revenue,Canada,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"7,557.27","5,200",0.05
Sales revenue,Canada,Insect Repellents,BugShield Natural,Sports Store,"9,296.70","13,000",0.05
Sales revenue,Canada,Insect Repellents,BugShield Spray,Sports Store,"12,586.25","13,000",0.05
Sales revenue,Canada,Sunscreen,Sun Blocker,Sports Store,"5,989.75","8,450",0.05
Sales revenue,Canada,Sunscreen,Sun Shelter 15,Department Store,"11,073.60","9,295",0.05
Sales revenue,Canada,Sunscreen,Sun Shelter Stick,Sports Store,"4,607.50","8,450",0.05
Sales revenue,Canada,Sunscreen,Sun Shield,Department Store,"6,992.64","9,295",0.05
Sales revenue,Canada,Sunscreen,Sun Shield,Sports Store,"6,485.76","8,450",0.05
Sales revenue,China,Insect Repellents,BugShield Lotion,Sports Store,"14,304.92","6,955",0.05
Sales revenue,China,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"7,768.32","5,200",0.05
Sales revenue,China,Sunscreen,Sun Shelter 15,Sports Store,"12,527.10","7,085",0.05
Sales revenue,France,Insect Repellents,BugShield Lotion,Department Store,"13,017.76","6,565",0.05
Sales revenue,France,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"8,273.44","4,355",0.05
Sales revenue,France,Insect Repellents,BugShield Natural,Sports Store,"9,786.90","13,585",0.05
Sales revenue,France,Insect Repellents,BugShield Spray,Sports Store,"13,614.98","13,585",0.05
Sales revenue,France,Sunscreen,Sun Blocker,Sports Store,"9,330.50","15,925",0.05
Sales revenue,France,Sunscreen,Sun Shelter 15,Department Store,"14,359.20","8,775",0.05
Sales revenue,France,Sunscreen,Sun Shield,Sports Store,"20,827.44","15,925",0.05
Sales revenue,Germany,Insect Repellents,BugShield Extreme,Sports Store,"22,876.14","22,165",0.05
Sales revenue,Germany,Insect Repellents,BugShield Lotion,Department Store,"11,903.50","6,955",0.05
Sales revenue,Germany,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"6,657","4,030",0.05
Sales revenue,Germany,Insect Repellents,BugShield Natural,Sports Store,"8,352","22,165",0.05
Sales revenue,Germany,Insect Repellents,BugShield Spray,Sports Store,"10,814.65","22,165",0.05
Sales revenue,Germany,Sunscreen,Sun Blocker,Sports Store,"7,042.20","15,990",0.05
Sales revenue,Germany,Sunscreen,Sun Shelter 15,Department Store,"12,606.15","5,785",0.05
Sales revenue,Germany,Sunscreen,Sun Shelter Stick,Sports Store,"4,723.90","15,990",0.05
Sales revenue,Germany,Sunscreen,Sun Shield,Sports Store,"15,761.16","15,990",0.05
Sales revenue,Japan,Insect Repellents,BugShield Lotion,Department Store,"16,074.24","7,280",0.05
Sales revenue,Japan,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"8,630.09","4,940",0.05
Sales revenue,Japan,Insect Repellents,BugShield Spray,Sports Store,"14,309.60","8,190",0.05
Sales revenue,Japan,Sunscreen,Sun Blocker,Sports Store,"7,250.75","23,270",0.05
Sales revenue,Japan,Sunscreen,Sun Shelter 15,Department Store,"13,401.60","7,670",0.05
Sales revenue,Japan,Sunscreen,Sun Shelter 30,Sports Store,"12,294.60","23,270",0.05
Sales revenue,Japan,Sunscreen,Sun Shelter Stick,Sports Store,"5,160","23,270",0.05
Sales revenue,Japan,Sunscreen,Sun Shield,Sports Store,"16,318.08","23,270",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Extreme,Sports Store,"22,765.47","20,475",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Lotion,Department Store,"13,160.35","7,215",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"6,806.17","3,900",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Spray,Sports Store,"10,832.14","20,475",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Blocker,Sports Store,"8,899.75","23,985",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shelter 15,Department Store,"15,117.15","8,515",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shelter 30,Sports Store,"12,550.35","23,985",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shield,Sports Store,"16,873.20","23,985",0.05
Sales revenue,United States,Insect Repellents,BugShield Extreme,Sports Store,"39,157.65","33,150",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion,Department Store,"36,861.09","26,390",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion Lite,Department Store,"9,424.52","26,390",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion Lite,Direct Marketing,"10,429.44","5,525",0.05
Sales revenue,United States,Insect Repellents,BugShield Spray,Sports Store,"23,218.58","33,150",0.05
Sales revenue,United States,Sunscreen,Sun Blocker,Sports Store,"16,104.35","44,070",0.05
Sales revenue,United States,Sunscreen,Sun Shelter 15,Department Store,"29,594.05","18,265",0.05
Sales revenue,United States,Sunscreen,Sun Shelter 30,Sports Store,"10,119.10","44,070",0.05
Sales revenue,United States,Sunscreen,Sun Shelter Stick,Sports Store,"11,980.80","44,070",0.05
Sales revenue,United States,Sunscreen,Sun Shield,Sports Store,"36,044.04","44,070",0.05
Sales revenue,Canada,Insect Repellents,BugShield Lotion,Department Store,"15,765.12","13,845",0.05
Sales revenue,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,"8,256.64","13,845",0.05
Sales revenue,Canada,Insect Repellents,BugShield Spray,Sports Store,"12,699.77","7,865",0.05
Sales revenue,Canada,Sunscreen,Sun Blocker,Sports Store,"6,843.35","3,575",0.05
Sales revenue,Canada,Sunscreen,Sun Shelter 30,Department Store,"24,878.25","13,260",0.05
Sales revenue,Canada,Sunscreen,Sun Shelter Stick,Warehouse Store,"10,451.10","13,260",0.05
Sales revenue,Canada,Sunscreen,Sun Shield,Warehouse Store,"11,991.54","13,260",0.05
Sales revenue,China,Insect Repellents,BugShield Lotion,Sports Store,"15,805.16","21,125",0.05
Sales revenue,China,Insect Repellents,BugShield Lotion Lite,Sports Store,"8,373.12","21,125",0.05
Sales revenue,China,Insect Repellents,BugShield Spray,Sports Store,"12,740.75","21,125",0.05
Sales revenue,China,Sunscreen,Sun Blocker,Sports Store,"7,671.25","17,355",0.05
Sales revenue,China,Sunscreen,Sun Shelter 30,Sports Store,"28,360.35","17,355",0.05
Sales revenue,China,Sunscreen,Sun Shelter Stick,Warehouse Store,"11,670.10","14,495",0.05
Sales revenue,China,Sunscreen,Sun Shield,Warehouse Store,"13,389.36","14,495",0.05
Sales revenue,France,Insect Repellents,BugShield Lotion,Department Store,"14,395.64","13,000",0.05
Sales revenue,France,Insect Repellents,BugShield Lotion Lite,Department Store,"7,625.17","13,000",0.05
Sales revenue,France,Insect Repellents,BugShield Spray,Sports Store,"13,798.09","6,890",0.05
Sales revenue,France,Sunscreen,Sun Blocker,Sports Store,"10,604","8,710",0.05
Sales revenue,France,Sunscreen,Sun Shelter 30,Department Store,"32,317.50","19,110",0.05
Sales revenue,France,Sunscreen,Sun Shelter 30,Sports Store,"6,096","8,710",0.05
Sales revenue,France,Sunscreen,Sun Shelter Stick,Warehouse Store,"16,010.75","19,305",0.05
Sales revenue,France,Sunscreen,Sun Shield,Warehouse Store,"18,550.56","19,305",0.05
Sales revenue,Germany,Insect Repellents,BugShield Lotion,Department Store,"14,107.52","11,635",0.05
Sales revenue,Germany,Insect Repellents,BugShield Lotion Lite,Department Store,"7,472.64","11,635",0.05
Sales revenue,Germany,Insect Repellents,BugShield Spray,Sports Store,"11,668.76","7,280",0.05
Sales revenue,Germany,Sunscreen,Sun Blocker,Sports Store,"8,531.15","4,030",0.05
Sales revenue,Germany,Sunscreen,Sun Shelter 30,Department Store,"30,880.65","17,030",0.05
Sales revenue,Germany,Sunscreen,Sun Shelter Stick,Warehouse Store,"12,573.60","13,715",0.05
Sales revenue,Germany,Sunscreen,Sun Shield,Warehouse Store,"14,429.88","13,715",0.05
Sales revenue,Japan,Insect Repellents,BugShield Extreme,Sports Store,"71,304.03","47,515",0.05
Sales revenue,Japan,Insect Repellents,BugShield Lotion,Department Store,"18,871.58","15,145",0.05
Sales revenue,Japan,Insect Repellents,BugShield Lotion Lite,Department Store,"9,940.56","15,145",0.05
Sales revenue,Japan,Insect Repellents,BugShield Spray,Sports Store,"15,290.50","47,515",0.05
Sales revenue,Japan,Sunscreen,Sun Blocker,Sports Store,"8,676.65","4,680",0.05
Sales revenue,Japan,Sunscreen,Sun Shelter 30,Department Store,"31,410.75","22,035",0.05
Sales revenue,Japan,Sunscreen,Sun Shelter Stick,Department Store,"6,076.80","22,035",0.05
Sales revenue,Japan,Sunscreen,Sun Shield,Department Store,"6,975.36","22,035",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Extreme,Sports Store,"25,916.31","21,905",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Lotion,Department Store,"14,199.64","11,310",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Lotion Lite,Department Store,"7,123.20","11,310",0.05
Sales revenue,United Kingdom,Insect Repellents,BugShield Spray,Sports Store,"11,382.07","21,905",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Blocker,Sports Store,"8,948.25","4,550",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shelter 30,Department Store,"24,742.65","16,315",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shelter Stick,Warehouse Store,"5,073.60","8,450",0.05
Sales revenue,United Kingdom,Sunscreen,Sun Shield,Warehouse Store,"8,778","8,450",0.05
Sales revenue,United States,Insect Repellents,BugShield Extreme,Sports Store,"41,156.22","46,150",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion,Department Store,"29,912.68","23,920",0.05
Sales revenue,United States,Insect Repellents,BugShield Lotion Lite,Department Store,"15,793.54","23,920",0.05
Sales revenue,United States,Insect Repellents,BugShield Natural,Sports Store,"17,671.86","46,150",0.05
Sales revenue,United States,Insect Repellents,BugShield Spray,Sports Store,"33,292.22","46,150",0.05
Sales revenue,United States,Sunscreen,Sun Blocker,Sports Store,"18,251.65","9,490",0.05
Sales revenue,United States,Sunscreen,Sun Shelter 30,Department Store,"67,355.25","35,555",0.05
Sales revenue,United States,Sunscreen,Sun Shelter Stick,Warehouse Store,"27,650.85","34,255",0.05
Sales revenue,United States,Sunscreen,Sun Shield,Warehouse Store,"31,724.10","34,255",0.05
Sales revenue,Australia,Insect Repellents,BugShield Lotion,Department Store,"3,430","2,340",0.05
Sales revenue,Australia,Insect Repellents,BugShield Lotion Lite,Department Store,"1,750","2,340",0.05
Sales revenue,Australia,Insect Repellents,BugShield Natural,Warehouse Store,"4,992.12","2,340",0.05
Sales revenue,Australia,Sunscreen,Sun Shelter 15,Warehouse Store,"4,057.20","3,445",0.05
Sales revenue,Australia,Sunscreen,Sun Shelter Stick,Department Store,"2,984.10","1,040",0.05
Sales revenue,Australia,Sunscreen,Sun Shield,Warehouse Store,"3,892.56","3,445",0.05
Sales revenue,Canada,Insect Repellents,BugShield Extreme,Sports Store,"16,033.15","13,845",0.05
Sales revenue,Canada,Insect Repellents,BugShield Lotion,Department Store,"8,657.32","7,085",0.05
Sales revenue,Canada,Insect Repellents,BugShield Lotion Lite,Department Store,"4,404.12","7,085",0.05
Sales revenue,Canada,Insect Repellents,BugShield Natural,Warehouse Store,"12,722.52","5,720",0.05
Sales revenue,Canada,Insect Repellents,BugShield Spray,Sports Store,"7,209.36","13,845",0.05
Sales revenue,Canada,Sunscreen,Sun Blocker,Department Store,"6,159.30","3,380",0.05
Sales revenue,Canada,Sunscreen,Sun Shelter 15,Warehouse Store,"11,101.65","9,880",0.05
Sales revenue,Canada,Sunscreen,Sun Shelter 30,Sports Store,"18,904.90","13,650",0.05
Sales revenue,Canada,Sunscreen,Sun Shelter Stick,Sports Store,"8,251.60","13,650",0.05
Sales revenue,Canada,Sunscreen,Sun Shield,Warehouse Store,"10,754.52","9,880",0.05
Sales revenue,China,Insect Repellents,BugShield Natural,Warehouse Store,"14,027.70","7,410",0.05
Sales revenue,China,Insect Repellents,BugShield Spray,Sports Store,"8,033.74","4,615",0.05
Sales revenue,China,Sunscreen,Sun Shelter 15,Warehouse Store,"11,806.40","10,660",0.05
Sales revenue,China,Sunscreen,Sun Shelter 30,Sports Store,"20,421.50","16,445",0.05
Sales revenue,China,Sunscreen,Sun Shelter Stick,Sports Store,"8,870.40","16,445",0.05
Sales revenue,China,Sunscreen,Sun Shield,Warehouse Store,"11,439.90","10,660",0.05
Sales revenue,France,Insect Repellents,BugShield Extreme,Sports Store,"17,252.76","13,845",0.05
Sales revenue,France,Insect Repellents,BugShield Lotion,Department Store,"8,526.42","5,655",0.05
Sales revenue,France,Insect Repellents,BugShield Lotion Lite,Department Store,"2,023","5,655",0.05
Sales revenue,France,Insect Repellents,BugShield Natural,Warehouse Store,"12,723.18","7,020",0.05
Sales revenue,France,Insect Repellents,BugShield Spray,Sports Store,"7,179.91","13,845",0.05
Sales revenue,France,Sunscreen,Sun Blocker,Department Store,"4,166.40","1,625",0.05
Sales revenue,France,Sunscreen,Sun Shelter 15,Warehouse Store,"13,952.05","15,795",0.05
Sales revenue,France,Sunscreen,Sun Shelter 30,Sports Store,"23,627.60","17,355",0.05
Sales revenue,France,Sunscreen,Sun Shelter Stick,Sports Store,"10,369.10","17,355",0.05
Sales revenue,France,Sunscreen,Sun Shield,Warehouse Store,"13,455.84","15,795",0.05
Sales revenue,Germany,Insect Repellents,BugShield Extreme,Sports Store,"15,527.75","10,595",0.05
Sales revenue,Germany,Insect Repellents,BugShield Lotion,Department Store,"4,218.90","3,640",0.05
Sales revenue,Germany,Insect Repellents,BugShield Lotion Lite,Department Store,"4,013.10","3,640",0.05
