Regions,Existing Stores Revenue,Store Type,Budget Version,Retailers,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Asia Pacific,Cash Discount,Franchise Store,Budget version 1,Sports Store,5360.145087,5360.145087,5360.145087,5360.145087,5360.145087,5360.145087,5360.145087,5360.145087,5360.145087,5360.145087,5360.145087,5360.145087
Asia Pacific,Cash Discount,Franchise Store,Budget version 1,Warehouse Store,14086.77086,14086.77086,14086.77086,14086.77086,14086.77086,14086.77086,14086.77086,14086.77086,14086.77086,14086.77086,14086.77086,14086.77086
Asia Pacific,Cash Discount,Franchise Store,Budget version 2,Department Store,140714.3439,140714.3439,140714.3439,140714.3439,140714.3439,140714.3439,140714.3439,140714.3439,140714.3439,140714.3439,140714.3439,140714.3439
Asia Pacific,Cash Discount,Franchise Store,Budget version 2,Direct Marketing,5628.573755,5628.573755,5628.573755,5628.573755,5628.573755,5628.573755,5628.573755,5628.573755,5628.573755,5628.573755,5628.573755,5628.573755
Asia Pacific,Cash Discount,Franchise Store,Budget version 2,Equipment Rental Store,8435.095077,8435.095077,8435.095077,8435.095077,8435.095077,8435.095077,8435.095077,8435.095077,8435.095077,8435.095077,8435.095077,8435.095077
Asia Pacific,Cash Discount,Franchise Store,Budget version 2,Eyewear Store,4819.733823,4133.698318,4133.698318,4133.698318,4133.698318,4133.698318,4133.698318,4133.698318,4133.698318,4133.698318,4133.698318,4133.698318
Asia Pacific,Cash Discount,Franchise Store,Budget version 2,Golf Shop,102883.527,102883.527,102883.527,102883.527,102883.527,102883.527,102883.527,102883.527,102883.527,102883.527,102883.527,102883.527
Asia Pacific,Cash Discount,Franchise Store,Budget version 2,Outdoors Shop,52527.36108,52527.36108,52527.36108,52527.36108,52527.36108,52527.36108,52527.36108,52527.36108,52527.36108,52527.36108,52527.36108,52527.36108
Asia Pacific,Cash Discount,Franchise Store,Budget version 2,Sports Store,5737.017609,5737.017609,5737.017609,5737.017609,5737.017609,5737.017609,5737.017609,5737.017609,5737.017609,5737.017609,5737.017609,5737.017609
Asia Pacific,Cash Discount,Franchise Store,Budget version 2,Warehouse Store,15077.21361,15077.21361,15077.21361,15077.21361,15077.21361,15077.21361,15077.21361,15077.21361,15077.21361,15077.21361,15077.21361,15077.21361
Asia Pacific,Cash Discount,Corporate Store,Budget version 1,Department Store,17877.75641,27159.29998,15461.9598,20723.64676,29718.87356,32597.82444,20873.10156,33665.55889,25205.88804,24655.21994,24470.87074,22674.00214
Asia Pacific,Cash Discount,Corporate Store,Budget version 1,Direct Marketing,2052.904819,11743.81978,2679.533162,5196.037637,1364.520053,5859.735384,6310.49621,3455.127984,3682.917791,893.4617626,4335.804917,706.2442367
Asia Pacific,Cash Discount,Corporate Store,Budget version 1,Equipment Rental Store,3494.442235,1481.614244,1727.610706,3769.333761,266.5361484,717.3916079,8080.914396,2901.064955,1828.697214,5063.661325,2029.296891,1686.749857
Asia Pacific,Cash Discount,Corporate Store,Budget version 1,Eyewear Store,1760.425404,3157.133053,1366.929736,2819.244008,2437.286097,2747.61413,2621.050554,1927.775381,3490.25836,2915.276793,1305.274763,2442.073743
Asia Pacific,Cash Discount,Corporate Store,Budget version 1,Golf Shop,18075.58821,17963.44886,21451.78733,26801.02812,21459.90882,26268.46123,20940.3174,21044.47975,20312.90813,20029.18512,20721.18443,18269.55176
Asia Pacific,Cash Discount,Corporate Store,Budget version 1,Outdoors Shop,30438.69356,35452.51403,29743.72284,37419.59946,38321.74182,51875.38274,34711.00672,42350.27913,42557.21809,44215.00541,30963.56405,43388.48989
Asia Pacific,Cash Discount,Corporate Store,Budget version 1,Sports Store,26394.65833,18260.56204,16765.49471,19589.72885,22005.685,17190.51344,21212.4228,17374.60164,14686.93645,16642.04782,16159.82942,13038.79526
Asia Pacific,Cash Discount,Corporate Store,Budget version 1,Warehouse Store,5592.3415,7681.966389,5696.757239,10062.04427,10890.80295,5630.515213,12334.79372,12083.45109,3336.096652,13339.22834,9307.46314,9967.385485
Asia Pacific,Cash Discount,Corporate Store,Budget version 2,Department Store,20899.78153,31750.26123,18075.62283,24226.73628,34742.50071,38108.10448,24401.45466,39356.32692,29466.6479,28822.89581,28607.38455,26506.77638
Asia Pacific,Cash Discount,Corporate Store,Budget version 2,Direct Marketing,2399.92431,13728.97483,3132.476828,6074.366881,1595.176171,6850.254951,7377.211609,4039.176862,4305.471865,1044.490999,5068.721906,825.6265449
Asia Pacific,Cash Discount,Corporate Store,Budget version 2,Equipment Rental Store,4085.136726,1732.063762,2019.643042,4406.495441,311.5909594,838.6582486,9446.898234,3391.455974,2137.817038,5919.613906,2372.325739,1971.875144
Asia Pacific,Cash Discount,Corporate Store,Budget version 2,Eyewear Store,2058.004679,3690.809382,1597.993182,3295.804155,2849.280737,3212.066086,3064.10842,2253.643208,4080.245616,3408.070157,1525.916158,2854.877678
Asia Pacific,Cash Discount,Corporate Store,Budget version 2,Golf Shop,21131.05448,20999.95929,25077.96048,31331.4277,25087.45481,30708.83663,24480.03255,24601.80233,23746.5671,23414.88404,24223.85773,21357.80529
Asia Pacific,Cash Discount,Corporate Store,Budget version 2,Outdoors Shop,35583.99785,41445.34588,34771.55047,43744.94405,44799.58299,60644.30801,40578.49545,49509.09731,49751.01687,51689.03369,36197.59153,50722.80542
Asia Pacific,Cash Discount,Corporate Store,Budget version 2,Sports Store,30856.36587,21347.29597,19599.50503,22901.14284,25725.48805,20096.36819,24798.13418,20311.57435,17169.59087,19455.19089,18891.45912,15242.85073
Asia Pacific,Cash Discount,Corporate Store,Budget version 2,Warehouse Store,6537.661265,8980.512744,6659.727262,11762.91488,12731.7655,6582.287797,14419.84598,14126.01683,3900.024678,15594.0685,10880.78066,11652.25514
Asia Pacific,Volume Discount,Franchise Store,Budget version 1,Department Store,222488.7522,222488.7522,222488.7522,222488.7522,222488.7522,222488.7522,222488.7522,222488.7522,222488.7522,222488.7522,222488.7522,222488.7522
Asia Pacific,Volume Discount,Franchise Store,Budget version 1,Direct Marketing,8899.550088,8899.550088,8899.550088,8899.550088,8899.550088,8899.550088,8899.550088,8899.550088,8899.550088,8899.550088,8899.550088,8899.550088
Asia Pacific,Volume Discount,Franchise Store,Budget version 1,Equipment Rental Store,13337.04672,13337.04672,13337.04672,13337.04672,13337.04672,13337.04672,13337.04672,13337.04672,13337.04672,13337.04672,13337.04672,13337.04672
Asia Pacific,Volume Discount,Franchise Store,Budget version 1,Eyewear Store,7620.662789,6535.946196,6535.946196,6535.946196,6535.946196,6535.946196,6535.946196,6535.946196,6535.946196,6535.946196,6535.946196,6535.946196
Asia Pacific,Volume Discount,Franchise Store,Budget version 1,Golf Shop,162673.022,162673.022,162673.022,162673.022,162673.022,162673.022,162673.022,162673.022,162673.022,162673.022,162673.022,162673.022
Asia Pacific,Volume Discount,Franchise Store,Budget version 1,Outdoors Shop,83052.9902,83052.9902,83052.9902,83052.9902,83052.9902,83052.9902,83052.9902,83052.9902,83052.9902,83052.9902,83052.9902,83052.9902
Asia Pacific,Volume Discount,Franchise Store,Budget version 1,Sports Store,9071.014753,9071.014753,9071.014753,9071.014753,9071.014753,9071.014753,9071.014753,9071.014753,9071.014753,9071.014753,9071.014753,9071.014753
Asia Pacific,Volume Discount,Franchise Store,Budget version 1,Warehouse Store,23839.15066,23839.15066,23839.15066,23839.15066,23839.15066,23839.15066,23839.15066,23839.15066,23839.15066,23839.15066,23839.15066,23839.15066
Asia Pacific,Volume Discount,Franchise Store,Budget version 2,Department Store,237422.7284,237422.7284,237422.7284,237422.7284,237422.7284,237422.7284,237422.7284,237422.7284,237422.7284,237422.7284,237422.7284,237422.7284
Asia Pacific,Volume Discount,Franchise Store,Budget version 2,Direct Marketing,9496.909136,9496.909136,9496.909136,9496.909136,9496.909136,9496.909136,9496.909136,9496.909136,9496.909136,9496.909136,9496.909136,9496.909136
Asia Pacific,Volume Discount,Franchise Store,Budget version 2,Equipment Rental Store,14232.26114,14232.26114,14232.26114,14232.26114,14232.26114,14232.26114,14232.26114,14232.26114,14232.26114,14232.26114,14232.26114,14232.26114
Asia Pacific,Volume Discount,Franchise Store,Budget version 2,Eyewear Store,8132.179869,6974.654509,6974.654509,6974.654509,6974.654509,6974.654509,6974.654509,6974.654509,6974.654509,6974.654509,6974.654509,6974.654509
Asia Pacific,Volume Discount,Franchise Store,Budget version 2,Golf Shop,173592.0236,173592.0236,173592.0236,173592.0236,173592.0236,173592.0236,173592.0236,173592.0236,173592.0236,173592.0236,173592.0236,173592.0236
Asia Pacific,Volume Discount,Franchise Store,Budget version 2,Outdoors Shop,88627.70519,88627.70519,88627.70519,88627.70519,88627.70519,88627.70519,88627.70519,88627.70519,88627.70519,88627.70519,88627.70519,88627.70519
Asia Pacific,Volume Discount,Franchise Store,Budget version 2,Sports Store,9679.882919,9679.882919,9679.882919,9679.882919,9679.882919,9679.882919,9679.882919,9679.882919,9679.882919,9679.882919,9679.882919,9679.882919
Asia Pacific,Volume Discount,Franchise Store,Budget version 2,Warehouse Store,25439.29136,25439.29136,25439.29136,25439.29136,25439.29136,25439.29136,25439.29136,25439.29136,25439.29136,25439.29136,25439.29136,25439.29136
Asia Pacific,Volume Discount,Corporate Store,Budget version 1,Department Store,35755.51294,54318.60015,30923.91971,41447.29365,59437.74732,65195.6491,41746.20326,67331.118,50411.77626,49310.44005,48941.74166,45348.00445
Asia Pacific,Volume Discount,Corporate Store,Budget version 1,Direct Marketing,4105.809652,23487.63964,5359.066342,10392.07531,2729.040116,11719.47081,12620.99246,6910.255992,7365.835608,1786.923531,8671.609865,1412.488478
Asia Pacific,Volume Discount,Corporate Store,Budget version 1,Equipment Rental Store,6988.884494,2963.228499,3455.221424,7538.667547,533.0722987,1434.783221,16161.82885,5802.129931,3657.39444,10127.32269,4058.593796,3373.499725
Asia Pacific,Volume Discount,Corporate Store,Budget version 1,Eyewear Store,3520.85082,6314.266128,2733.859481,5638.488036,4874.572211,5495.22828,5242.101125,3855.550776,6980.516743,5830.553607,2610.549534,4884.147503
Asia Pacific,Volume Discount,Corporate Store,Budget version 1,Golf Shop,36151.17655,35926.89785,42903.5748,53602.05642,42919.81779,52536.92265,41880.63494,42088.95964,40625.8164,40058.37038,41442.36901,36539.10364
Asia Pacific,Volume Discount,Corporate Store,Budget version 1,Outdoors Shop,60877.38734,70905.0283,59487.44589,74839.19919,76643.4839,103750.7658,69422.01367,84700.55856,85114.43647,88430.01112,61927.12831,86776.98009
Asia Pacific,Volume Discount,Corporate Store,Budget version 1,Sports Store,52789.31685,36521.12421,33530.98954,39179.45783,44011.37014,34381.027,42424.84575,34749.20341,29373.87301,33284.09576,32319.65895,26077.59061
Asia Pacific,Volume Discount,Corporate Store,Budget version 1,Warehouse Store,11184.68304,15363.93283,11393.51452,20124.0886,21781.60597,11261.03046,24669.58752,24166.90226,6672.193327,26678.45677,18614.92634,19934.77104
Asia Pacific,Volume Discount,Corporate Store,Budget version 2,Department Store,39594.4746,60150.62453,34244.12776,45897.36465,65819.3991,72195.50944,46228.36728,74560.2572,55824.33673,54604.75337,54196.46894,50216.883
Asia Pacific,Volume Discount,Corporate Store,Budget version 2,Direct Marketing,4546.638059,26009.43671,5934.453142,11507.84111,3022.048928,12977.75507,13976.07038,7652.18935,8156.683176,1978.780125,9602.654479,1564.143109
Asia Pacific,Volume Discount,Corporate Store,Budget version 2,Equipment Rental Store,7739.259957,3281.381411,3826.198134,8348.07156,590.3066647,1588.831571,17897.0757,6425.087133,4050.077857,11214.6628,4494.352779,3735.702222
Asia Pacific,Volume Discount,Corporate Store,Budget version 2,Eyewear Store,3898.87396,6992.209851,3027.385734,6243.875502,5397.940337,6085.234377,5804.929723,4269.509642,7729.993786,6456.562574,2890.836369,5408.543699
Asia Pacific,Volume Discount,Corporate Store,Budget version 2,Golf Shop,40032.61941,39784.26058,47510.00232,59357.14765,47527.98926,58177.65368,46377.23248,46607.92438,44987.68785,44359.31686,45891.91126,40462.19707
Asia Pacific,Volume Discount,Corporate Store,Budget version 2,Outdoors Shop,67413.60893,78517.88747,65874.43366,82874.45843,84872.46376,114890.1729,76875.64604,93794.60224,94252.91697,97924.47488,68576.05742,96093.96289
Asia Pacific,Volume Discount,Corporate Store,Budget version 2,Sports Store,58457.14669,40442.28724,37131.11082,43386.03812,48736.7383,38072.41424,46979.87357,38480.12064,32527.65722,36857.7088,35789.72332,28877.46291
Asia Pacific,Volume Discount,Corporate Store,Budget version 2,Warehouse Store,12385.54874,17013.51199,12616.80183,22284.75134,24120.23135,12470.09336,27318.28678,26761.62971,7388.566613,29542.84227,20613.55488,22075.10732
Asia Pacific,Freight,Franchise Store,Budget version 1,Department Store,705648.847,705648.847,705648.847,705648.847,705648.847,705648.847,705648.847,705648.847,705648.847,705648.847,705648.847,705648.847
Asia Pacific,Freight,Franchise Store,Budget version 1,Direct Marketing,28225.95388,28225.95388,28225.95388,28225.95388,28225.95388,28225.95388,28225.95388,28225.95388,28225.95388,28225.95388,28225.95388,28225.95388
Asia Pacific,Freight,Franchise Store,Budget version 1,Equipment Rental Store,42299.98842,42299.98842,42299.98842,42299.98842,42299.98842,42299.98842,42299.98842,42299.98842,42299.98842,42299.98842,42299.98842,42299.98842
Asia Pacific,Freight,Franchise Store,Budget version 1,Eyewear Store,24169.81469,20729.51038,20729.51038,20729.51038,20729.51038,20729.51038,20729.51038,20729.51038,20729.51038,20729.51038,20729.51038,20729.51038
Asia Pacific,Freight,Franchise Store,Budget version 1,Golf Shop,515936.3306,515936.3306,515936.3306,515936.3306,515936.3306,515936.3306,515936.3306,515936.3306,515936.3306,515936.3306,515936.3306,515936.3306
Asia Pacific,Freight,Franchise Store,Budget version 1,Outdoors Shop,263412.1779,263412.1779,263412.1779,263412.1779,263412.1779,263412.1779,263412.1779,263412.1779,263412.1779,263412.1779,263412.1779,263412.1779
Asia Pacific,Freight,Franchise Store,Budget version 1,Sports Store,28769.77393,28769.77393,28769.77393,28769.77393,28769.77393,28769.77393,28769.77393,28769.77393,28769.77393,28769.77393,28769.77393,28769.77393
Asia Pacific,Freight,Franchise Store,Budget version 1,Warehouse Store,75608.62745,75608.62745,75608.62745,75608.62745,75608.62745,75608.62745,75608.62745,75608.62745,75608.62745,75608.62745,75608.62745,75608.62745
Asia Pacific,Freight,Franchise Store,Budget version 2,Department Store,780897.0067,780897.0067,780897.0067,780897.0067,780897.0067,780897.0067,780897.0067,780897.0067,780897.0067,780897.0067,780897.0067,780897.0067
Asia Pacific,Freight,Franchise Store,Budget version 2,Direct Marketing,31235.88027,31235.88027,31235.88027,31235.88027,31235.88027,31235.88027,31235.88027,31235.88027,31235.88027,31235.88027,31235.88027,31235.88027
Asia Pacific,Freight,Franchise Store,Budget version 2,Equipment Rental Store,46810.7253,46810.7253,46810.7253,46810.7253,46810.7253,46810.7253,46810.7253,46810.7253,46810.7253,46810.7253,46810.7253,46810.7253
Asia Pacific,Freight,Franchise Store,Budget version 2,Eyewear Store,26747.20723,22940.03976,22940.03976,22940.03976,22940.03976,22940.03976,22940.03976,22940.03976,22940.03976,22940.03976,22940.03976,22940.03976
Asia Pacific,Freight,Franchise Store,Budget version 2,Golf Shop,570954.148,570954.148,570954.148,570954.148,570954.148,570954.148,570954.148,570954.148,570954.148,570954.148,570954.148,570954.148
Asia Pacific,Freight,Franchise Store,Budget version 2,Outdoors Shop,291501.6189,291501.6189,291501.6189,291501.6189,291501.6189,291501.6189,291501.6189,291501.6189,291501.6189,291501.6189,291501.6189,291501.6189
Asia Pacific,Freight,Franchise Store,Budget version 2,Sports Store,31837.69156,31837.69156,31837.69156,31837.69156,31837.69156,31837.69156,31837.69156,31837.69156,31837.69156,31837.69156,31837.69156,31837.69156
Asia Pacific,Freight,Franchise Store,Budget version 2,Warehouse Store,83671.29218,83671.29218,83671.29218,83671.29218,83671.29218,83671.29218,83671.29218,83671.29218,83671.29218,83671.29218,83671.29218,83671.29218
Asia Pacific,Freight,Corporate Store,Budget version 1,Department Store,83162.01702,126337.0031,71924.44816,96400.2543,138243.3798,151635.4048,97095.47368,156602.1886,117250.3105,114688.7659,113831.2282,105472.7287
Asia Pacific,Freight,Corporate Store,Budget version 1,Direct Marketing,9549.503953,54628.76425,12464.39303,24170.425,6347.342322,27257.74994,29354.55552,16072.22996,17131.84054,4156.118956,20168.87769,3285.238588
Asia Pacific,Freight,Corporate Store,Budget version 1,Equipment Rental Store,16255.10819,6892.029748,8036.332281,17533.82198,1239.847059,3337.092851,37590.0155,13494.89319,8506.556713,23554.64968,9439.686877,7846.259736
Asia Pacific,Freight,Corporate Store,Budget version 1,Eyewear Store,8188.976516,14686.04598,6358.551451,13114.28643,11337.53158,12781.08549,12192.34929,8967.438944,16235.64604,13561.00244,6071.750813,11359.80229
Asia Pacific,Freight,Corporate Store,Budget version 1,Golf Shop,84082.27184,83560.63287,99787.34814,124670.4287,99825.12691,122193.0856,97408.14182,97892.67417,94489.6201,93169.82486,96388.80031,84984.5327
Asia Pacific,Freight,Corporate Store,Budget version 1,Outdoors Shop,141591.7688,164914.5736,138358.9713,174064.8712,178261.3697,241308.8848,161465.3016,197000.9297,197963.5483,205675.0829,144033.3105,201830.3781
Asia Pacific,Freight,Corporate Store,Budget version 1,Sports Store,122780.1171,84942.71521,77988.1057,91125.60471,102363.9157,79965.16668,98673.89541,80821.49038,68319.26955,77413.8674,75170.7305,60652.60586
Asia Pacific,Freight,Corporate Store,Budget version 1,Warehouse Store,26013.91295,35734.22777,26499.62398,46805.64369,50660.78311,26191.48573,57377.79963,56208.6283,15518.53153,62050.1314,43295.55624,46365.31913
Asia Pacific,Freight,Corporate Store,Budget version 2,Department Store,93980.27872,142771.7507,81280.85305,108940.6329,156226.9871,171361.1348,109726.291,176974.0305,132503.0015,129608.2343,128639.1424,119193.3144
Asia Pacific,Freight,Corporate Store,Budget version 2,Direct Marketing,10791.76618,61735.23292,14085.84319,27314.67272,7173.046326,30803.61719,33173.18902,18163.01126,19360.46295,4696.774223,22792.57784,3712.604014
Asia Pacific,Freight,Corporate Store,Budget version 2,Equipment Rental Store,18369.67949,7788.590271,9081.751198,19814.73678,1401.134513,3771.20382,42479.97175,15250.39758,9613.145514,26618.79331,10667.66338,8866.952767
Asia Pacific,Freight,Corporate Store,Budget version 2,Eyewear Store,9254.252398,16596.50336,7185.713612,14820.27899,12812.3922,14443.73309,13778.41022,10133.98233,18347.68558,15325.10676,6861.604062,12837.56003
Asia Pacific,Freight,Corporate Store,Budget version 2,Golf Shop,95020.24634,94430.74914,112768.3422,140888.3774,112811.0355,138088.7653,110079.6331,110627.1966,106781.4509,105289.968,108927.6889,96039.87922
Asia Pacific,Freight,Corporate Store,Budget version 2,Outdoors Shop,160010.9566,186367.7451,156357.6155,196708.3736,201450.7802,272699.9304,182469.7692,222628.1053,223715.9477,232430.6494,162770.1101,228085.8
Asia Pacific,Freight,Corporate Store,Budget version 2,Sports Store,138752.1616,95992.62184,88133.31101,102979.8222,115680.0866,90367.56108,111510.0442,91335.28099,77206.68912,87484.37202,84949.43314,68542.69543
Asia Pacific,Freight,Corporate Store,Budget version 2,Warehouse Store,29397.9737,40382.77096,29946.86922,52894.42942,57251.07072,29598.64632,64841.88089,63520.61606,17537.2841,70122.02027,48927.72672,52396.82455
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 1,Department Store,5475811.881,10577973.73,4239086.025,6127856.074,11587931.19,9898807.133,8774998.282,15869332.24,9074131.904,9275929.135,10244278.39,9094210.375
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 1,Direct Marketing,815473.1874,2546203.582,104715.0514,1552595.198,575413.1886,2522715.865,1820420.201,1444548.316,177129.0198,268812.2255,2104349.93,240093.6385
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 1,Equipment Rental Store,723076.3632,290063.9422,599426.6821,1115330.689,28147.46628,314244.7553,2021161.329,53886.18374,747556.3556,540291.0828,543613.311,418597.4589
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 1,Eyewear Store,1661400.855,1618737.225,819817.7845,2342863.698,1151412.592,1439262.876,1591146.068,673145.0965,1954104.003,2047377.435,567701.0502,1652702.059
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 1,Golf Shop,5839215.823,5512324.038,8998358.176,9369081.596,4589831.076,7075829.306,6595010.438,4217968.302,6843800.237,6237913.427,6331299.451,5672856.101
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 1,Outdoors Shop,14082156.23,18687375.71,16413177.05,19992719.66,18275258.47,25350067.88,15262315.52,20278210.99,21702107.93,19805693.52,16955635.6,21905600.04
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 1,Sports Store,20785318.17,17350054.06,16329725.42,18296084.26,16400308.16,12988048.92,18431862.44,14725059.26,11889908.71,15355124.62,13339435.7,13859999.42
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 1,Warehouse Store,2274232.777,3037211.15,2409891.527,3494604.464,4478410.722,2740324.009,4884391.339,4691213.481,1262566.904,4587852.362,4411795.229,3406775.257
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 2,Department Store,5684218.595,10980566.22,4400423.56,6361079.27,12028962.17,10275550.88,9108970.412,16473311.25,9419488.913,9628966.447,10634170.6,9440331.561
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 2,Direct Marketing,846509.6969,2643110.842,108700.4549,1611686.21,597313.1323,2618729.193,1889704.501,1499527.117,183870.4634,279043.0869,2184440.456,249231.4846
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 2,Equipment Rental Store,750596.2949,301103.6336,622240.5676,1157779.628,29218.74504,326204.7565,2098085.738,55937.06546,776007.9838,560854.2964,564302.967,434529.0728
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 2,Eyewear Store,1724632.957,1680345.57,851019.6472,2432031.941,1195234.79,1494040.515,1651704.307,698764.6686,2028476.243,2125299.615,589307.4737,1715603.088
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 2,Golf Shop,6061453.513,5722120.387,9340831.274,9725664.245,4764517.795,7345131.898,6846013.3,4378502.106,7104271.917,6475325.352,6572265.602,5888762.221
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 2,Outdoors Shop,14618116.19,19398608.07,17037854.51,20753632.76,18970805.84,26314879.03,15843191.77,21049989.76,22528079.51,20559488.5,17600958.77,22739316.43
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 2,Sports Store,21576397.18,18010388.61,16951226.76,18992424.25,17024495.84,13482367.69,19133370.09,15285487.79,12342432.81,15939533.13,13847128.08,14387504.2
Central Europe,Existing Stores Revenue,Franchise Store,Budget version 2,Warehouse Store,2360788.961,3152805.916,2501610.816,3627607.396,4648856.837,2844619.397,5070288.877,4869758.765,1310619.581,4762463.772,4579705.991,3536435.452
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Department Store,1744986.1,3370900.52,1350876.61,1952774.11,3692745.35,3154469.37,2796343.33,5057106.56,2891668.74,2955975.8,3264561.27,2898067.18
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Direct Marketing,259868.2,811402.94,33369.72,494768.1,183367.88,803918.07,580116.34,460336.62,56446,85662.84,670596.7,76511.04
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Equipment Rental Store,230423.95,92435.16,191020.3,355424.29,8969.8,100140.9,644086.85,17172,238225.03,172175.46,173234.16,133395.15
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Eyewear Store,529441.38,515845.69,261252.7,746604.28,366922.57,458652.3,507053.17,214512.27,622717.58,652441.18,180910.24,526669.32
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Golf Shop,1860792.64,1756621.49,2867521.8,2985660.85,1462649.12,2254866.32,2101642.97,1344146.99,2180925.23,1987846.27,2017605.75,1807778.51
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Outdoors Shop,4487584.2,5955137.17,5230414.49,6371113.3,5823807.08,8078348.39,4863667.53,6462091.3,6915846.91,6311513.37,5403280.66,6980694.08
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Sports Store,6623691.99,5528970.65,5203820.82,5830443.67,5226313.54,4138923.2,5873712.33,4692459.18,3788977.03,4893243.16,4250900.21,4416789.12
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 1,Warehouse Store,724733.55,967873.14,767964.15,1113631.43,1427142.61,873263.62,1556517.13,1494956.82,402344.3,1462018.56,1405914.14,1085642.75
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Department Store,1818275.52,3512478.34,1407613.43,2034790.62,3847840.65,3286957.08,2913789.75,5269505.04,3013118.83,3080126.78,3401672.84,3019786
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Direct Marketing,291052.38,908771.29,37374.09,554140.27,205372.03,900388.24,649730.3,515577.01,63219.52,95942.38,751068.3,85692.36
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Equipment Rental Store,260839.91,104636.6,216234.98,402340.3,10153.81,113359.5,729106.31,19438.7,269670.73,194902.62,196101.07,151003.31
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Eyewear Store,592974.35,577747.17,292603.02,836196.79,410953.28,513690.58,567899.55,240253.74,697443.69,730734.12,202619.47,589869.64
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Golf Shop,2084087.76,1967416.07,3211624.42,3343940.15,1638167.01,2525450.28,2353840.13,1505444.63,2442636.26,2226387.82,2259718.44,2024711.93
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Outdoors Shop,5048532.23,6699529.32,5884216.3,7167502.46,6551782.97,9088141.94,5471625.97,7269852.71,7780327.77,7100452.54,6078690.74,7853280.84
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Sports Store,7418535.03,6192447.13,5828279.32,6530096.91,5853471.16,4635593.98,6578557.81,5255554.28,4243654.27,5480432.34,4761008.24,4946803.81
Central Europe,Existing Stores Revenue,Corporate Store,Budget version 2,Warehouse Store,816774.71,1090793.03,865495.6,1255062.62,1608389.72,984168.1,1754194.81,1684816.34,453442.03,1647694.92,1584465.24,1223519.38
Central Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Department Store,30.08949468,35.97887522,28.8496239,26.84548459,34.11414891,31.78089032,33.89730332,36.48210281,36.47342898,27.49602137,28.45881581,29.37824113
Central Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Direct Marketing,33.54204941,33.41947049,33.31917865,39.89386607,33.54204941,43.1373314,32.10453301,40.70734435,33.57548002,34.43353245,46.89200794,39.53727286
Central Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Equipment Rental Store,39.79392071,47.73506277,47.08313091,48.27359325,42.02482686,41.88872528,42.10697384,48.55457964,49.9310962,42.30962339,47.55779179,49.33308774
Central Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Eyewear Store,23.31151163,28.19940924,27.25088365,37.37703515,27.95159625,30.89117103,24.49075966,26.0118187,32.21568873,34.97581273,26.60998799,25.1743817
Central Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Golf Shop,29.24734214,34.45156389,34.30753561,38.30416508,32.81924341,33.51057914,31.35015499,35.03727888,38.84922728,34.99887134,42.01784938,29.2761478
Central Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Outdoors Shop,32.3331125,37.25481377,35.50129388,48.1298636,46.06557816,40.11557897,32.57596961,45.11169603,45.55325441,43.90325924,42.27921504,49.59804522
Central Europe,GROSS MARGIN %,Franchise Store,Budget version 1,Sports Store,37.56104172,36.56553128,37.53507188,35.25838279,37.31865657,29.70083755,34.79092572,29.2506937,25.51103709,35.57002084,28.09070763,30.56649881
